municipal,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,cases_2007,cases_2008,cases_2009,cases_2010,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,age_0_to_4,age_5_to_14,age_15_to_29,age_30_and_up,illiterate,secondary_education,employed,unemployed,men,women,households_without_water_access,households_without_internet_access,houses_per_km2
murillo,4233,4160,4123,4111,4100,4109,4091,4109,4100,4089,4103,4113,4129,0,0,0,1,1,0,7,0,0,3,1,1,3,6.55,19.09,23.61,50.75,9.44,37.98,38.09,1.98,53.88,46.12,29.67,69.44,2.9478020000000003
natagaima,20735,20715,20641,20350,18791,16075,15015,14843,14828,14821,14803,14835,14722,26,6,30,83,19,60,128,51,122,27,14,17,58,5.7,15.29,20.69,58.32,9.96,44.62,30.98,2.75,50.08,49.92,5.19,69.32,5.447674
ortega,34639,35074,35230,35234,35071,34795,34607,34556,34622,34640,34507,34607,34453,26,20,107,100,21,30,105,73,43,40,23,37,393,7.26,19.24,24.81,48.69,9.64,39.47,31.39,2.45,52.13,47.87,24.4,72.44,8.60829
palocabildo,9527,9524,9528,9547,9566,9589,9606,9622,9662,9689,9678,9730,9773,2,6,2,4,0,6,29,24,32,26,17,16,68,7.37,18.52,22.32,51.78,8.69,37.34,33.22,3.22,51.98,48.02,22.53,80.68,43.953846
piedras,5609,5681,5752,5811,5877,5934,6021,6150,6334,6499,6608,6711,6737,1,1,3,14,13,47,51,26,18,47,6,9,117,5.99,14.07,24.92,55.02,8.68,44.53,35.77,3.52,52.62,47.38,6.33,69.77,5.313019000000001
planadas,25742,25684,25650,25606,25480,25293,25263,25338,25541,25677,25647,25764,25785,9,1,12,14,2,3,156,16,13,30,13,14,154,9.63,21.55,26.4,42.42,9.66,36.28,39.43,0.93,52.17,47.83,38.35,75.59,4.265052
prado,8806,8840,8851,8852,8864,8892,8880,8866,8807,8710,8575,8498,8443,1,3,13,20,6,44,36,26,29,14,6,12,32,6.5,16.72,20.73,56.05,10.17,42.11,35.15,2.77,51.34,48.66,10.12,63.1,5.758929
purificacion,27882,27800,27734,27580,26916,25744,25084,24829,24537,24112,23691,23536,23527,27,32,12,92,67,114,103,84,374,72,136,124,269,6.45,15.26,20.46,57.83,8.43,46.08,32.21,6.24,49.76,50.24,8.49,70.17,16.845972
rioblanco,25142,25102,25056,24990,24822,24507,24297,24086,23766,23332,22881,22771,22660,6,1,3,19,3,5,32,39,31,19,26,4,228,9.88,22.03,26.14,41.94,10.67,33.6,35.74,1.23,52.9,47.1,36.11,72.05,4.880387000000001
roncesvalles,5536,5453,5433,5418,5418,5432,5455,5444,5454,5464,5440,5459,5467,0,0,1,13,7,2,1,1,4,0,0,0,3,7.48,19.94,25.19,47.39,6.59,39.59,40.67,1.14,53.11,46.89,41.67,74.75,2.091139
rovira,21566,21572,21564,21594,21648,21702,21738,21768,21768,21778,21673,21674,21556,15,5,20,59,34,33,282,87,42,67,23,23,145,7.27,19.25,24.61,48.87,9.23,37.25,37.9,2.27,51.69,48.31,27.83,73.32,7.804400999999999
saldana,14533,14439,14411,14390,14389,14419,14425,14425,14422,14432,14408,14435,14450,3,4,5,92,10,29,96,40,53,48,42,158,688,6.1,16.48,21.79,55.63,7.55,46.86,30.85,7.55,49.35,50.65,27.2,75.53,20.341121
san antonio,15135,15095,15072,15061,15063,15033,14979,14821,14488,13879,13235,12896,12691,2,2,27,102,16,22,66,43,85,281,109,11,118,7.82,20.08,23.65,48.45,9.23,38.24,34.37,0.89,52.32,47.68,22.21,67.69,8.339066
san luis,13585,13582,13561,13541,13539,13530,13513,13507,13530,13560,13510,13553,13481,12,9,5,101,16,14,66,87,115,49,99,77,201,5.71,15.52,20.44,58.33,11.79,44.36,29.94,6.32,50.97,49.03,17.76,70.27,9.689412
santa isabel,6513,6492,6501,6488,6473,6485,6455,6404,6263,6077,5870,5769,5710,0,0,2,7,1,2,5,1,1,2,0,0,4,6.88,19.17,22.09,51.85,9.01,37.7,41.24,0.9,53.55,46.45,36.18,77.49,3.944578
suarez,4522,4496,4493,4460,4351,4155,4051,4024,3984,3938,3855,3813,3788,4,4,3,10,8,4,5,26,20,10,48,19,52,5.37,13.76,20.75,60.13,12.01,41.73,30.73,5.51,51.54,48.46,4.52,71.25,6.221649
valle de san juan,6141,6127,6112,6081,5968,5752,5609,5500,5436,5397,5343,5345,5353,2,1,2,56,12,1,20,46,21,9,24,12,103,6.11,16.35,20.39,57.15,12.77,39.0,33.1,3.67,51.4,48.6,21.4,73.76,9.161616
venadillo,18783,18692,18588,18358,17920,17131,16031,14963,14175,13558,13058,12817,12751,0,2,86,88,48,38,170,71,52,35,39,31,81,6.31,17.06,20.69,55.94,9.05,43.82,37.54,2.82,51.24,48.76,9.09,74.04,10.764205
villahermosa,10936,10923,10902,10890,10882,10862,10793,10593,10217,9752,9396,9283,9216,0,0,1,13,0,0,1,1,6,12,4,4,14,7.15,18.1,21.08,53.67,8.89,32.11,38.72,1.27,52.66,47.34,39.28,71.89,15.265957
villarrica,6039,6043,6027,6031,6013,6026,6002,5955,5830,5607,5308,5128,5021,0,1,2,5,0,1,41,24,3,4,2,1,3,6.59,16.45,19.24,57.72,8.42,41.53,43.46,1.95,53.14,46.86,20.76,70.45,4.102174
cali,2119853,2126148,2132929,2142983,2161633,2187824,2200879,2205718,2208089,2208181,2206804,2227642,2241491,159,1147,6335,11708,1450,2050,17539,5855,14523,19414,3710,1735,3890,5.37,12.38,24.73,57.52,3.02,68.56,44.33,5.22,46.79,53.21,0.88,23.99,1064.918149
alcala,12530,12589,12702,12837,13017,13225,13370,13492,13634,13744,13847,14062,14189,2,5,1,79,7,5,16,40,38,74,17,4,12,6.11,14.56,23.84,55.5,9.79,45.44,37.73,3.73,50.05,49.95,5.49,63.6,64.453125
andalucia,18307,18559,18901,19337,19898,20526,21036,21427,21731,21953,22111,22436,22515,7,1,15,79,2,3,29,18,18,14,0,2,21,5.74,13.11,23.32,57.83,5.11,56.92,33.09,4.53,48.43,51.57,3.45,67.27,21.93038
ansermanuevo,20418,20622,20813,20884,20595,19840,19467,19323,19018,18343,17664,17448,17348,2,37,21,47,12,7,43,25,86,21,7,7,15,6.35,16.14,24.12,53.39,9.52,41.15,37.2,3.9,50.41,49.59,15.87,63.44,15.578035
argelia,6052,6117,6177,6238,6292,6357,6370,6362,6251,5985,5609,5397,5258,1,1,7,103,1,0,1,5,5,8,5,0,0,5.63,15.95,23.04,55.37,12.08,38.92,41.85,2.3,52.84,47.16,19.63,72.21,19.908046
bolivar,15424,15700,15941,16164,16376,16539,16649,16720,16732,16498,16121,16021,15828,0,0,0,1,0,41,35,35,75,68,21,2,15,6.71,16.12,22.31,54.86,9.8,43.41,38.15,1.8,50.33,49.67,11.49,67.33,7.543189
buenaventura,330482,332696,335098,335939,325060,300988,293499,296057,299487,302173,303947,308188,310194,14,28,81,326,60,86,113,207,173,296,95,46,99,8.57,20.44,27.37,43.62,8.33,55.49,30.95,8.02,47.41,52.59,20.69,54.75,12.121267
guadalajara de buga,117596,118767,119682,120598,121851,123397,124300,124834,125321,125755,126034,127545,128316,26,74,242,998,117,127,442,471,273,495,69,29,511,5.44,13.18,23.46,57.93,3.7,63.65,42.3,3.62,47.83,52.17,1.62,37.25,43.893029
bugalagrande,21677,21921,22142,22366,22592,22824,23004,23165,23400,23673,23910,24318,24400,0,4,20,79,19,23,78,49,132,63,28,13,79,5.36,13.89,23.08,57.68,7.32,53.96,36.92,3.8,49.32,50.68,10.46,63.8,18.965241
caicedonia,30546,30766,30991,31225,31527,31857,31944,31655,30908,29935,29110,28825,28609,24,4,45,115,7,17,45,57,127,89,22,18,39,5.27,13.42,23.23,58.08,7.86,51.03,40.88,2.97,49.66,50.34,8.39,65.36,52.688235
calima,15311,15601,15876,16162,16449,16761,16963,17166,17373,17577,17736,18054,18171,11,2,20,170,20,10,18,23,6,9,3,1,17,5.64,14.3,23.52,56.55,5.65,52.34,41.19,4.4,49.76,50.24,9.36,51.29,4.636915
candelaria,71654,72888,74031,75113,76122,77061,77984,79303,81396,84372,87819,91825,93183,1,9,168,335,9,37,312,302,237,238,34,14,34,6.41,14.76,25.23,53.6,4.36,61.47,40.69,4.16,48.46,51.54,7.66,47.92,84.84912299999999
cartago,126272,127116,127836,128699,130024,131767,132717,133179,133484,133734,134014,135729,136596,6,51,147,843,131,50,979,425,391,387,93,74,314,4.94,12.85,23.55,58.65,4.67,60.35,41.0,4.63,46.71,53.29,1.6,45.06,141.73118300000002
dagua,35966,36689,37367,38024,38630,39217,39913,40986,42705,44796,46653,48443,48758,19,44,66,211,35,23,105,78,233,145,17,9,18,6.08,14.72,23.48,55.72,6.97,48.35,39.92,2.98,50.28,49.72,11.7,54.64,15.67833
el aguila,9569,9692,9842,9956,10054,10125,10155,10125,9955,9608,9136,8909,8696,0,0,0,13,3,14,1,14,3,18,6,1,9,5.98,16.61,21.83,55.58,11.48,35.49,40.01,1.06,52.44,47.56,18.76,60.23,12.201005
el cairo,9530,9683,9812,9920,10005,10066,10006,9740,9060,8039,7186,6845,6637,4,4,2,6,1,5,7,4,3,5,1,0,0,6.1,15.44,21.48,56.98,8.77,38.08,44.93,1.73,54.07,45.93,15.82,57.23,7.438163
el cerrito,51569,51705,52041,52437,52955,53568,53945,54303,54738,55216,55613,56470,56835,8,7,74,68,11,14,170,66,135,183,40,22,14,5.78,14.05,24.22,55.96,5.11,59.78,38.49,4.51,48.06,51.94,2.66,50.22,36.641631
el dovio,9333,9425,9521,9606,9712,9815,9852,9858,9781,9537,9145,8886,8711,0,1,2,5,1,0,4,2,3,2,2,1,2,7.19,17.3,23.69,51.81,13.0,39.67,39.45,2.56,49.11,50.89,15.43,73.34,7.159269
florida,55564,55927,56306,56772,57325,57942,58246,58208,57914,57371,56958,57374,57696,1,8,231,326,40,43,448,356,219,192,33,30,293,6.17,14.99,25.73,53.12,5.37,57.52,38.04,4.03,48.66,51.34,4.92,65.24,65.83004
ginebra,19044,19346,19676,20001,20325,20642,20894,21209,21551,21914,22256,22741,22908,5,9,87,53,15,11,80,50,30,34,9,0,6,5.27,14.14,23.46,57.13,4.26,58.37,43.27,2.47,49.35,50.65,9.28,62.16,19.277955
guacari,29875,29980,30178,30441,30797,31164,31435,31678,32014,32353,32631,33191,33405,14,13,39,130,10,12,112,126,64,88,29,11,48,6.16,14.04,24.41,55.39,5.38,57.88,36.59,4.63,48.44,51.56,2.75,62.7,59.52095799999999
jamundi,96302,97132,97970,98929,100228,102224,105173,111075,122259,137418,150514,159877,164159,0,29,135,191,8,15,184,113,283,347,48,32,79,5.9,13.92,24.63,55.55,3.7,64.02,41.35,4.57,48.5,51.5,3.67,33.2,62.691603
la cumbre,11248,11457,11648,11828,12022,12232,12534,13096,13952,14907,15687,16316,16422,1,0,0,3,0,1,2,0,6,3,0,0,2,4.81,12.23,20.9,62.06,6.59,53.46,43.26,2.35,50.66,49.34,6.94,38.08,19.553191
la union,31902,32130,32377,32638,32965,33370,33609,33665,33542,33399,33460,33953,34244,9,73,161,210,94,68,69,72,225,293,21,8,13,5.69,14.08,23.55,56.69,5.65,53.1,41.37,3.08,47.12,52.88,3.9,69.62,78.408
la victoria,14116,14237,14366,14485,14620,14764,14756,14605,14184,13412,12577,12174,11981,0,0,0,0,0,9,15,27,13,18,3,9,15,4.99,12.72,20.25,62.04,8.72,51.59,39.85,3.54,47.62,52.38,7.3,62.4,13.826087
obando,14404,14527,14636,14682,14503,14034,13798,13747,13635,13285,12683,12312,12140,0,6,7,58,4,4,17,11,5,24,8,2,3,6.0,14.15,24.07,55.78,8.45,46.55,35.72,3.3,49.53,50.47,4.95,68.78,17.126761
palmira,298697,305314,310926,316031,321336,326995,330732,333681,336917,340457,343511,349294,352016,167,327,2060,1232,246,144,692,848,750,1337,186,105,635,5.47,12.92,23.87,57.75,3.22,64.25,39.35,6.0,47.83,52.17,1.88,36.07,91.84951
pradera,48921,49014,48918,48660,48412,48297,48033,47734,47455,47262,47156,47615,47918,4,18,255,167,12,26,159,82,84,79,22,13,26,6.09,15.83,26.11,51.97,7.82,55.52,35.31,4.79,47.98,52.02,5.98,64.08,31.132678
restrepo,14853,15189,15494,15752,16011,16247,16364,16350,16125,15683,15316,15307,15295,1,2,10,28,3,4,7,9,18,28,30,1,6,6.05,14.92,23.7,55.33,6.27,52.93,40.96,4.16,49.49,50.51,5.87,63.23,17.831224
riofrio,17194,17602,17875,18085,18275,18368,18282,17784,16768,15857,15466,15554,15483,34,25,56,164,46,18,37,6,28,244,4,5,52,6.44,14.15,22.92,56.5,8.59,47.75,38.91,2.63,50.02,49.98,12.78,75.79,17.05
roldanillo,34898,35343,35802,36355,36941,37555,37971,38173,38073,37572,36883,36797,36767,30,23,73,343,31,27,27,25,208,83,22,5,63,5.4,13.39,23.03,58.18,4.56,57.92,39.6,3.17,47.53,52.47,3.8,54.33,47.866359
san pedro,14417,14486,14675,14878,15120,15366,15557,15758,16027,16324,16583,16942,17082,1,1,35,104,8,3,57,46,16,20,8,0,15,5.95,14.44,24.03,55.58,5.36,56.02,36.91,4.06,49.39,50.61,6.98,68.64,19.85
sevilla,42700,43062,43368,43727,44144,44617,44850,44914,44708,43964,42801,42133,41503,22,12,28,327,11,7,32,37,31,91,9,1,21,5.08,13.47,22.13,59.32,7.68,48.48,38.33,5.45,49.4,50.6,9.96,66.48,20.208138
toro,15903,16080,16217,16372,16524,16677,16678,16549,16113,15408,14788,14612,14467,5,3,52,113,3,2,4,7,21,25,1,0,2,5.67,15.24,22.23,56.86,9.59,45.78,38.91,3.87,48.35,51.65,10.46,69.11,24.289157
trujillo,18861,19187,19474,19737,20007,20242,20387,20448,20318,19913,19364,19226,19073,24,10,10,73,6,9,5,29,44,70,12,6,51,6.24,15.83,22.63,55.29,9.29,43.43,39.75,1.64,50.27,49.73,14.92,72.86,23.769231
tulua,187760,189099,190552,192168,194518,197442,199385,200905,202635,204793,207577,212685,215978,33,110,432,740,148,125,325,282,875,810,159,38,537,5.53,13.87,24.6,56.01,4.31,61.34,41.32,3.37,47.39,52.61,2.2,40.55,70.233809
ulloa,5492,5588,5665,5735,5793,5827,5800,5697,5528,5418,5389,5465,5412,20,0,2,19,2,0,1,0,0,35,1,0,14,5.64,14.74,22.58,57.04,8.92,47.67,40.19,3.18,51.86,48.14,6.24,70.88,35.595238
versalles,8236,8342,8428,8530,8600,8672,8714,8698,8560,8146,7597,7263,7070,6,5,2,15,1,2,2,2,13,55,3,0,1,5.55,13.81,22.11,58.53,8.54,43.91,36.76,1.57,49.45,50.55,11.09,64.23,5.997159
vijes,10055,10290,10527,10770,11034,11341,11596,11800,12040,12277,12481,12734,12817,1,1,37,84,2,3,23,3,12,38,3,2,8,5.41,14.08,22.75,57.77,6.15,55.05,39.28,3.39,50.5,49.5,5.52,51.91,15.957944
yotoco,14293,14329,14424,14573,14726,14913,15008,15153,15346,15555,15730,16019,16117,1,1,15,115,0,3,27,142,205,76,2,10,54,5.61,14.34,23.58,56.48,5.74,54.15,40.22,4.35,50.02,49.98,8.95,59.93,15.255451999999998
yumbo,92945,93487,94027,94693,95697,96958,97873,98720,100134,102247,104527,107334,108889,4,77,259,585,58,56,396,190,247,305,59,26,179,5.97,14.0,25.88,54.16,4.23,62.44,42.33,4.84,48.4,51.6,4.02,42.35,137.157895
zarzal,37768,37725,37893,38214,38863,39796,40373,40660,40920,41166,41371,41925,42191,5,14,102,242,40,11,70,43,63,73,31,8,79,5.96,14.1,24.79,55.15,5.59,60.31,37.12,4.24,47.43,52.57,2.31,55.03,36.5
arauca,60835,61508,62469,63602,64872,66221,67833,69592,71469,74379,78688,85585,91875,490,489,560,1194,44,105,337,235,195,108,80,83,499,8.11,17.95,28.82,45.12,5.27,55.54,34.51,8.46,49.92,50.08,18.91,59.36,3.677452
arauquita,23810,25744,27964,30351,32678,34474,36376,38351,40163,42414,45492,49841,53407,78,142,144,201,13,48,235,53,126,9,22,63,456,9.05,20.89,27.7,42.37,9.0,40.51,33.78,4.53,52.46,47.54,40.95,77.47,3.967083
cravo norte,2687,2768,2853,2968,3045,3135,3262,3389,3490,3590,3709,3925,4042,0,42,72,12,26,10,2,6,5,10,5,2,5,8.59,18.08,27.31,46.02,8.53,42.15,23.74,5.41,52.25,47.75,25.7,65.55,0.2139219999999999
fortul,3789,3964,4153,4384,4997,6720,8469,10266,12853,15295,17111,18938,19659,58,28,156,613,34,81,144,117,54,37,42,22,149,9.39,21.99,27.95,40.68,8.8,40.13,30.65,6.04,50.33,49.67,20.52,73.51,4.612444
puerto rondon,3069,3208,3357,3535,3693,3832,3960,4037,3979,3959,4084,4399,4688,2,3,7,16,1,18,30,7,9,0,1,5,18,7.48,20.29,27.61,44.62,8.78,42.48,36.77,3.89,51.83,48.17,25.35,71.51,0.564044
saravena,32238,33334,34518,35842,37359,38964,40813,42861,44995,47584,50869,55554,59697,246,97,274,328,71,162,262,196,173,78,136,327,591,8.94,19.23,28.03,43.8,7.25,46.41,35.89,5.99,49.64,50.36,9.97,73.32,25.715805
tame,23017,23868,24669,25497,26319,27173,28286,29823,32032,35322,39258,43932,46741,79,48,42,223,37,84,97,70,174,67,14,41,268,9.19,20.21,28.33,42.26,6.44,47.28,31.4,5.88,50.57,49.43,23.67,72.58,1.869444
yopal,115456,118869,122342,125955,129927,134250,138480,143118,148655,155344,162437,168433,173610,698,966,1756,1104,505,913,1558,930,926,339,209,466,2291,7.87,17.05,28.23,46.85,4.55,59.62,39.27,8.49,49.68,50.32,8.96,48.99,18.712378
aguazul,30299,30892,31447,31975,32567,33147,33761,34380,35001,35584,36240,36915,37513,407,148,566,469,161,502,676,217,222,188,107,230,814,7.78,17.73,27.41,47.07,6.76,52.68,38.44,8.29,50.28,49.72,16.29,58.66,79.648649
chameza,1870,1923,1983,2039,2068,2068,2096,2145,2201,2278,2372,2500,2571,0,1,5,7,1,0,1,1,1,0,1,0,43,7.57,17.27,26.38,48.78,8.36,46.19,29.32,5.43,51.92,48.08,24.83,63.02,2.047468
hato corozal,10764,11070,11393,11719,11993,12218,12449,12679,12811,12757,12539,12328,12203,20,8,21,25,6,48,31,37,11,4,4,16,32,9.54,23.1,26.86,40.5,7.05,41.73,19.09,8.77,52.52,47.48,34.05,64.61,0.574121
la salina,1335,1374,1426,1474,1493,1488,1498,1516,1534,1518,1464,1417,1385,0,0,0,0,0,1,0,0,0,0,0,0,0,9.13,22.17,28.04,40.67,7.01,45.56,22.33,3.91,53.87,46.13,32.78,67.01,1.628319
mani,12653,13163,13600,14005,14424,14844,15232,15625,16001,16385,16797,17211,17359,68,165,109,26,7,14,174,94,54,111,11,35,138,8.8,18.62,26.31,46.26,6.99,48.59,34.14,6.75,51.98,48.02,34.2,63.5,1.0370469999999998
monterrey,12776,13141,13536,13976,14799,16400,17280,17145,16875,16880,17170,17537,17797,66,118,52,33,23,54,104,158,150,54,5,29,152,7.74,17.77,26.58,47.91,6.29,51.64,29.63,13.27,49.7,50.3,7.29,55.95,5.430034
nunchia,8815,9082,9364,9590,9677,9562,9551,9619,9554,9250,8942,8826,8738,44,24,40,33,5,24,24,26,23,15,9,71,71,8.38,18.34,26.34,46.94,9.98,37.28,26.25,8.04,54.15,45.85,44.66,79.26,2.093083
orocue,8189,8436,8685,8970,9185,9343,9768,10386,11003,11518,11968,12340,12514,15,4,26,12,10,7,26,13,16,3,5,8,66,8.73,23.63,26.14,41.5,8.41,45.54,23.45,6.07,51.44,48.56,19.1,72.78,0.514005
paz de ariporo,27234,27946,28720,29549,30405,31278,32089,32919,33703,34535,35404,36277,36861,112,34,266,116,30,170,199,167,182,33,2,134,327,9.23,19.94,26.82,44.01,6.4,45.09,33.97,6.06,50.75,49.25,18.33,72.15,0.713913
pore,9309,9712,10047,10358,10647,10904,11161,11419,11621,11768,11866,11967,12001,25,19,146,73,9,15,79,81,23,21,1,74,106,9.11,19.85,27.53,43.5,6.3,42.68,28.14,5.25,51.48,48.52,21.34,72.41,4.198718
recetor,1616,1649,1701,1747,1648,1483,1442,1469,1504,1552,1588,1634,1718,0,0,4,2,0,0,2,4,1,1,0,3,5,6.98,15.8,25.82,51.4,7.7,44.91,30.07,1.36,55.65,44.35,57.12,69.7,2.543353
sabanalarga,3660,3746,3859,3976,4078,4167,4231,4270,4167,3929,3716,3625,3583,18,5,19,24,5,2,17,38,38,7,2,5,37,6.11,17.86,24.03,52.0,8.27,45.37,29.05,7.75,50.79,49.21,19.13,61.54,2.4893110000000003
sacama,1926,1990,2062,2090,2050,1899,1856,1882,1935,1968,2018,2090,2073,2,0,2,2,3,2,6,0,0,0,0,0,0,8.96,18.93,28.66,43.46,7.04,46.33,35.7,4.78,51.46,48.54,20.14,69.86,0.988827
san luis de palenque,8043,8324,8569,8813,9037,9162,9284,9268,8982,8596,8431,8466,8378,36,44,112,21,17,33,20,23,15,6,3,13,119,8.46,19.73,25.02,46.78,6.34,41.3,32.86,1.72,52.16,47.84,38.78,78.06,0.715596
tamara,7183,7403,7637,7842,8032,8173,8289,8338,8181,7701,7163,6873,6671,6,3,2,19,2,8,15,5,4,7,2,4,48,8.3,22.1,26.21,43.39,7.46,35.79,32.1,3.89,53.3,46.7,48.94,63.21,1.718882
tauramena,17206,17671,18128,18643,19175,19705,20191,20736,21312,21937,22718,23527,24445,186,77,260,130,26,133,154,245,102,39,42,50,427,8.23,18.66,28.15,44.96,5.44,51.4,33.52,7.77,51.2,48.8,12.77,69.7,2.499425
trinidad,12380,12750,13115,13387,13329,12803,12685,12840,12949,13003,13076,13233,13350,189,67,126,24,24,26,21,23,18,10,4,21,224,8.94,21.71,26.25,43.1,6.77,42.85,32.1,7.07,50.71,49.29,29.46,75.19,1.085511
villanueva,23247,23961,24672,25400,26184,27057,27928,28931,30364,32248,34018,35305,35793,0,7,0,0,0,167,290,172,149,105,7,52,804,7.95,18.57,27.69,45.79,6.08,52.17,43.38,5.27,50.53,49.47,14.62,70.95,12.261818
mocoa,43063,44676,46001,47222,48319,49233,49994,50748,51716,52990,54524,56398,57716,39,73,115,309,153,139,255,276,125,83,10,63,153,7.24,16.33,29.13,47.3,4.75,58.51,36.56,6.6,49.3,50.7,7.47,62.29,15.42233
colon,4342,4459,4560,4661,4750,4833,4901,4975,5035,5116,5242,5407,5469,0,0,3,0,1,0,0,0,0,0,0,0,0,7.78,15.93,26.21,50.08,5.23,53.71,36.15,3.92,47.87,52.13,3.4,63.32,21.324675
orito,43117,44343,45549,46560,47120,46672,44788,41693,38849,37363,37140,37745,38244,16,40,17,160,48,75,489,442,75,263,61,284,332,8.16,20.17,28.88,42.78,6.61,49.26,30.4,8.38,50.39,49.61,39.22,73.04,5.588351
puerto asis,51957,53544,54979,56367,57590,58594,59325,60000,60821,61802,63124,64867,66084,104,128,37,407,87,193,399,393,155,210,54,112,298,7.41,19.33,29.96,43.31,6.26,49.38,36.4,5.57,50.54,49.46,68.17,72.4,7.41954
puerto caicedo,13138,13878,14490,15057,15541,15917,16108,16222,16301,16281,16130,16095,16033,43,57,21,46,24,15,48,44,34,118,25,43,149,8.11,17.79,28.85,45.24,7.07,43.24,33.27,8.12,51.87,48.13,46.17,82.6,4.318287000000001
puerto guzman,6049,6344,6754,7437,8752,11360,15826,21691,27141,30964,33456,35390,36052,13,20,28,112,33,11,113,189,48,101,26,37,102,9.13,24.29,27.66,38.93,8.67,35.5,25.76,4.55,52.46,47.54,53.43,85.01,1.270507
puerto leguizamo,12283,13067,13809,14570,15580,17058,19330,22043,24432,26155,27368,28468,29001,21,6,10,96,26,26,179,27,9,19,13,44,227,9.14,24.33,30.23,36.3,8.11,42.22,26.47,3.14,53.38,46.62,37.75,85.99,0.496993
sibundoy,12806,13152,13500,13845,14133,14391,14588,14728,14819,14877,14862,14940,15217,0,0,0,1,0,0,0,2,0,0,0,0,0,6.67,16.52,27.07,49.74,5.15,56.08,35.61,8.35,48.09,51.91,2.15,65.28,68.25
san francisco,6061,6270,6425,6590,6745,6776,6708,6543,6273,6016,5767,5645,5585,0,0,0,0,0,0,0,0,1,0,1,0,1,6.41,16.28,26.27,51.04,5.92,52.08,35.62,6.5,49.21,50.79,5.6,67.37,3.5395830000000004
san miguel,15322,15605,16001,16428,16762,17037,17169,17297,17483,17755,18164,18780,19119,58,16,100,76,63,88,44,32,31,86,41,11,107,8.5,20.15,29.46,41.9,7.17,45.28,34.69,3.76,51.05,48.95,72.76,72.85,12.024931
santiago,7146,7483,7748,7979,8152,8213,8070,7579,7153,7031,7106,7290,7284,0,0,0,0,0,0,0,1,0,0,0,0,0,8.32,17.64,26.83,47.21,6.73,46.56,28.92,10.94,48.86,51.14,3.82,68.4,4.629213
valle del guamuez,28203,28128,28603,29201,29823,30296,30636,30899,31245,31801,32506,33457,34082,26,84,31,188,96,122,75,297,503,354,82,131,213,7.28,18.4,29.91,44.4,5.86,47.79,37.29,5.49,50.51,49.49,61.73,74.28,10.245132
villagarzon,17650,18267,18809,19308,19762,20138,20402,20805,21481,22401,23152,23700,23873,42,11,35,289,31,65,148,142,141,167,36,66,272,8.42,19.68,30.22,41.69,5.57,48.83,33.42,5.58,50.45,49.55,20.65,79.13,5.6056
san andres,54274,54576,54844,55079,55081,54631,54459,54635,54916,55188,55482,55291,56358,40,28,87,19,41,9,63,88,151,53,20,12,26,6.98,14.42,24.21,54.39,1.98,71.64,51.58,2.21,48.26,51.74,61.34,64.69,559.730769
providencia,4199,4237,4277,4350,4651,5395,5841,5948,5980,6014,6022,5989,6124,10,0,0,0,0,6,4,4,2,2,0,1,4,6.47,15.73,23.59,54.21,2.22,74.85,51.49,2.29,48.67,51.33,9.33,58.25,92.055556
leticia,32667,33701,34743,35856,37082,38358,39559,40955,42600,44397,46216,48144,48918,6,6,9,21,528,278,264,423,146,74,52,44,1676,10.25,22.34,29.25,38.15,5.13,55.03,33.19,2.99,51.46,48.54,47.83,84.35,1.842078
el encanto,3570,3707,3859,4026,4206,4356,4351,4035,3241,2468,2139,2100,2077,2,0,0,0,0,2,0,0,0,0,0,0,0,10.5,29.34,27.96,32.2,5.94,38.73,17.67,1.17,54.59,45.41,83.57,89.2,0.036797
la chorrera,1809,1887,1973,2062,2180,2290,2366,2472,2599,2733,2831,2967,2947,0,0,0,0,0,0,0,0,0,1,1,0,1,10.69,35.6,26.52,27.2,4.37,37.97,5.22,0.51,55.83,44.17,53.98,52.97,0.035951
la pedrera,983,1016,1082,1149,1257,1445,1761,2209,2767,3255,3569,3820,3882,1,0,0,1,1,1,0,44,2,3,0,0,14,11.58,27.08,31.13,30.2,12.46,40.44,8.46,1.9,52.5,47.5,86.51,84.94,0.05285
la victoria,789,832,861,867,789,588,525,524,552,575,608,644,652,0,0,1,0,0,0,0,0,0,1,0,0,0,10.84,27.11,29.52,32.53,23.49,24.1,1.81,1.81,51.2,48.8,86.05,88.37,0.0277199999999999
miriti-parana,1334,1386,1449,1506,1521,1489,1502,1552,1621,1701,1769,1850,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,27.37,33.82,27.17,6.06,43.3,5.28,1.56,55.52,44.48,98.33,92.78,0.010674
puerto alegria,1042,1086,1128,1141,999,715,621,628,662,691,711,748,759,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,26.58,25.4,33.77,10.72,27.61,11.16,2.06,55.21,44.79,60.44,78.02,0.019034
puerto arica,692,676,688,710,751,784,821,849,880,923,970,1013,1027,0,0,0,0,1,0,0,0,0,0,1,0,0,12.22,25.19,23.68,38.92,8.94,30.1,13.98,1.01,51.89,48.11,80.78,78.43,0.015895
